[0:00:12] ちくお: っわこらだ
[0:20:00] carbonara10: Cじゃない？
[0:20:01] skkmrsaki: 喘ぐ?
[0:20:02] しきぎし: PSよりコミュ力を求められる大会だよね
[0:20:02] nekomaccha: マイクテストかよ
[0:20:02] あなりーぺに: らっだぁに似た実況者さんかもね
[0:20:02] yuna_aaaaaaaaa: あ
[0:20:02] banno_kun: ww
[0:20:03] izumo_rz: ネタ枠
[0:20:03] のこ汰: カオナシさん！？
[0:20:03] marimoko6231: マイクテスト
[0:20:03] m915_r: マイクテストやん
[0:20:04] furutto110: このメンツの解説忖度しか働かんぞ
[0:20:04] ici1411: www
[0:20:05] Akojonny: CなったらBの人と組むことになるんでしょ？
[0:20:05] mikan_san: なるほど？
[0:20:05] yamugon09: 叫ぶことしか出来ん
[0:20:05] ringo_ame_0141: かおなしさん!?!?
[0:20:05] ogapaka: 解説カオナシになるぞ
[0:20:05] dokokara_dokomade: その可能性ある
[0:20:06] 天然水の水: 申し訳なくなるわ
[0:20:06] owlf_edamame: 鼓膜破壊実況は草
[0:20:06] やくとみ: つんよぉいの
[0:20:06] maro_72: あー
[0:20:06] ruchi_13: もしかしたらそうかもね
[0:20:06] 紗弥0926: 可能性はある
[0:20:07] PEI_OwO_: 解説のらっだぁさんですｗｗ
[0:20:07] ド六角: 鼓膜壊さないでね
[0:20:07] えぬあい: あって言ってる間に終わってそう
[0:20:07] kiminonamo: 解説でも叫びそう
[0:20:08] yona_0724: あー
[0:20:08] hima_norita: D決まってるのに？
[0:20:08] EBImaru_0098: 叫び声聞こえるかも
[0:20:09] miluku965: 喘いでいけ
[0:20:09] koshiann0804: 裏方
[0:20:09] yugamiru187: HIKAKINさんと同じグループなんじゃね？
[0:20:09] tera_takan: 今うんこした？
[0:20:10] ogi_3: 責任から逃れようとするな
[0:20:10] くまべりー: あ〜
[0:20:11] metal_sasami: 「何が起きているー！」
[0:20:11] ディンダン: あるね
[0:20:11] cur4kk: えーびーしーでー
[0:20:13] sakasa_n: ありそう
[0:20:13] kabinohaetamoti: ある
[0:20:13] ぴなむ: そんなのある？
[0:20:14] c_kuma76: あーうまーいしか言わなそう
[0:20:14] onmini_pei: ｃが多いとか？
[0:20:14] himikokichi_06: あー
[0:20:15] らむ麦: あーーー
[0:20:15] tanuki_pan: ふわふわしてるC
[0:20:15] banno_kun: カオナシやん
[0:20:15] ゆんちゃん〇: ワンチャン
[0:20:15] soumen652: 凄いです凄いですスゴーイって言ってそう
[0:20:16] だいちゃ_: C多いんでしょ多分
[0:20:16] LULU_0501: 何を着させられるんだろ
[0:20:16] evacoler: まさかの御所枠？！
[0:20:16] sakanoooo: E説？
[0:20:16] sunoosan: わこらだ。20万人おめ！
[0:20:16] coarinko: えー
[0:20:17] ふーら: はやふうより弱かった？
[0:20:17] ﾓﾃﾝ: 叫んでけ
[0:20:18] kopepe_: んなことないだろ
[0:20:18] amaebi____: あーー
[0:20:19] bishop_fq: 微妙なラインだから？
[0:20:20] kuriimu_wwww: 忘れる説
[0:20:21] 銀河ポテト: D決まってC決まらんことある？？
[0:20:21] わらびモち: ヒカさんとなれるかもやなこれは
[0:20:22] xxx4nthemxxx: らっだあって書かれるぞ
[0:20:22] かんぱちさん: まさかのゴマキ！？
[0:20:23] radodo26: Gとかない？
[0:20:23] kokodayoooooooo: こy
[0:20:24] riajuboon: まぁCだろう
[0:20:24] にこぱん: ってことはヒカさんと同じグループ？
[0:20:24] enpt___qmq: らだおで悩んでるんじゃない？w
[0:20:24] T3condo_8910: ヒカキンさんと一緒じゃね？
[0:20:25] shimi1212: ずっとミュートにしてそう
[0:20:25] ごり之すけ: cheatを彷彿とさせるからCはないのか？
[0:20:26] an_do121: なるね
[0:20:27] kijinrin: すーちゃん？
[0:20:27] nekomaccha: 強く生きろや
[0:20:27] もっちりとろーる: RuさんBなんだ....
[0:20:29] n_paa: へー
[0:20:29] suga_ra: ヒカさんと同じ…？
[0:20:29] piisuke0428: あね
[0:20:30] ド六角: あ"ーーーー！
[0:20:30] ひのした: じゃあDも決まらんだろ
[0:20:31] ひろは: Aの人はDからとるからね
[0:20:32] あらんえむかーびぃ: Cぽいね
[0:20:32] furutto110: まあすーちゃんひなのさんギアさんにフィニッシャー期待してるよ
[0:20:32] 狐日和2014: E決まってC決まらんことある?
[0:20:32] yugamiru187: HIKAKINさんと組めるんじゃね？
[0:20:33] らむねーど: らだおを入れるか入れないか
[0:20:34] みつおうぎ: らだおにcはもったいない
[0:20:34] cur4kk: なんか嫌そうやないかぽまえ
[0:20:36] dky_i111027: わこらだ
[0:20:36] kuriimu_wwww: 忘れてる説
[0:20:37] michio0106: CRカップ0キルだからEグループだね
[0:20:37] ogi_3: すーちゃん？
[0:20:37] pu_tyan: 決まってなかったらDの人決められないんじゃね？
[0:20:38] owlf_edamame: 今度はあ小さいかな
[0:20:38] kai_4869: すーちゃんもひなのさんもＢだね
[0:20:38] ici1411: www
[0:20:38] ぎょろっとみかん: 同じグループの人とは組めない？
[0:20:38] murasakimame: らっだぁC確定だな
[0:20:38] taimeshi3: 組まない
[0:20:39] coarinko: 決まってそう！
[0:20:40] furutto110: ダイヤ1だよ？
[0:20:41] EBImaru_0098: よかったやん
[0:20:43] tamm_mmmm: uuumがらっだぁって誰？ってなってて決まってない説
[0:20:45] yukaru0120: 他のマイクラ実況者はどうなるのかな？
[0:20:47] ド六角: Aはないの？
[0:20:47] sakasa_n: BCEって感じだった気がする
[0:20:48] tanuki_pan: Cになって絶叫する未来見えるよ
[0:20:49] xxx4nthemxxx: HIKAKINさんとかともさんとかいるじゃん
[0:20:49] 福茶丸: Bにすーちゃんとひなのちゃんおるやん
[0:20:50] zou_san: Cおめ
[0:20:51] つかえない: 何が不満なんだよ
[0:20:52] supi_supi_: わこらだ
[0:20:52] yugamiru187: でもまだトモさんでてないからね？
[0:20:53] lee21211: あれとは
[0:20:54] 星空くん: ぶいすぽ勢うまい勢と同じぐらい
[0:20:56] zecky310: adeとbce
[0:20:57] kokorononaisuzuuuuuuuu_46: え、 らっでぃ から らっしぃ になるの？(今来た)
[0:20:58] lapan7200: HIKAKINとようへい先生と一緒？
[0:20:59] sakasa_n: すーちゃんとひなのいたよ
[0:20:59] 銀河ポテト: Cの実力あるよ
[0:20:59] ruan_mt9: D強い人いね？
[0:21:00] rioniku1515: すーちゃんもひなのもBだね
[0:21:00] たるたるたると: 大会出てても実績ないもんね
[0:21:01] himikokichi_06: ダイヤ帯の人かな
[0:21:01] hururun86: Ｃじゃない？
[0:21:01] 狐日和2014: らっだぁ情報が無さすぎて決まんない説
[0:21:02] mochimochi_mochimochi: ミルちゃんうまいよ
[0:21:02] mitsuxx00: すーちゃんに指名されるかもね
[0:21:02] jandomaru: B？
[0:21:03] kopepe_: HIKAKINさんと同じかもしれんぞ
[0:21:03] omu23511716: ひかちゃんと一緒だったらいいね
[0:21:04] もっちりとろーる: あれ、馬鹿にしてらっしゃる？
[0:21:04] an_do121: ダイヤ帯やろ
[0:21:04] ドコサヘキサエン: 組むグループはB.C.Eだね
[0:21:05] koukoukoy: ひかさんと同じチームになる可能性が？！
[0:21:05] kijinrin: ワンチャン勝てるくね？
[0:21:06] taimeshi3: ade or bce
[0:21:06] 8分19秒: CグループならBとEだよ
[0:21:07] みつおうぎ: eであれ
[0:21:08] 白の六号: わこらだ
[0:21:08] nobume0v0: らっだぁ上手いじゃん
[0:21:08] yugamiru187: トモさんと一緒じゃね？
[0:21:08] kyouyaaa: A.E.FとB.C.Dじゃなかったっけ？
[0:21:09] ogi_3: A.Bグループは移動系キャラ使えないかららっだぁはおくたんつかえるね
[0:21:09] しのんの: もっと自信もっていいと思うけどねえ
[0:21:10] xxx4nthemxxx: らっだぁホントに出るの？
[0:21:10] ろーが: ADEとBCEだらからっだぁは多分BとEの人と組む
[0:21:11] yu_ai89: Eまでだな
[0:21:11] そおお: 解説らだお実況らっだぁゲストらっでぃかな
[0:21:12] 角角家: 自己評価低いね
[0:21:12] kokodayoooooooo: らっでぃ上手い
[0:21:14] ひろは: トナカイトさんはCあってもいいとおもうんだけど
[0:21:14] tanuki_pan: ぽまえ補欠じゃね？？？
[0:21:14] rokunome: Eだけ20人
[0:21:14] ごんのすけ: c大会出たことある人とかじゃん？
[0:21:14] ド六角: らっいぃ？
[0:21:15] yakeyniku: 俺は誇らしいよらっだぁ
[0:21:15] azami_88910: Bはすーちゃんとひなのいるね
[0:21:15] こらか: 今来ました今話してるこのアルファベットなんですか？
[0:21:15] やくとみ: しーじゃん？
[0:21:16] くらげさん_13: ぽまえは強いよ
[0:21:17] ほんまる: わこらだ
[0:21:17] peroki0531: Eはないやろさすがに
[0:21:18] chai_latte3: Eが20人
[0:21:18] radodo26: これって強さ順なの？
[0:21:18] ひのした: ADEとBCEでしょ?
[0:21:20] riira0107: わこらだー
[0:21:20] _こなた_: Ｃしかないやろ
[0:21:20] らむねーど: 伝説のF？
[0:21:20] dokokara_dokomade: www
[0:21:21] tubaki__hana: 自分が思ってるよりうめーよぽまえ
[0:21:21] rei_radaolove: わこらだ！
[0:21:22] ekf4hamada: ワンちゃんヒカキンさんと組める
[0:21:22] ruchi_13: 御所多いね
[0:21:22] ルロア: チーム分けはADEとBCEだからね
[0:21:23] ディンダン: wwwww
[0:21:23] rereal_: これどこから配信見れます？
[0:21:24] itumi434: いいよらっだぁネタ枠だし
[0:21:24] onmini_pei: らだおＥじゃね
[0:21:25] sakasa_n: Eまでだね、Eが20人いる
[0:21:25] emitsubo723: ともさんとドンさんどうなるんだろう
[0:21:25] hima_norita: www
[0:21:26] もっちりとろーる: らっだぁ、Eグループになり再び激怒
[0:21:26] ei_0322: 自身持って
[0:21:27] izayoi_77: チームBCEとチームADEで組むはずだよけ
[0:21:28] soruton1515: Dグループの杏仁ミルさん強い
[0:21:28] azami_88910: ADEとBCE
[0:21:28] himasugiruhito: ぽえ前は強い！
[0:21:28] わらびモち: ADE BCEだぞ
[0:21:28] ド六角: ネタ枠
[0:21:28] bloccolieee: らっでぃリーダーなん？
[0:21:29] toki__02: わこらだ
[0:21:29] aoisorazora: Eが20人いるよ
[0:21:29] mokkii11: ヒカさんワンチャン
[0:21:30] やくとみ: ダイヤがEはやばない？
[0:21:30] 8分19秒: らっだぁはBの人とチーム
[0:21:31] sigumo_yuka: らっだぁは強いから大丈夫だろ
[0:21:31] radodo26: やっぱハブじゃ？
[0:21:32] 麹の民_丸爺: 1人でカスタム参加とかはせんの？
[0:21:32] かみまろ: うまいよぽまえは
[0:21:32] taito001: だおEってまじ？
[0:21:33] みつおうぎ: 俺も緊張する
[0:21:34] いりいりこ: Eは20人だったはず
[0:21:35] ryon_ryon__: ADE
[0:21:36] kiminonamo: しぃになるかなぁ
[0:21:36] tonkotu000: お前だけEかもな
[0:21:36] neko1159: 今北わこらだ
[0:21:36] xxx4nthemxxx: マイクラ界隈で集まりそう
[0:21:37] だいちゃ_: 本人たちも知らないのって面白いね
[0:21:38] ド六角: ネタ枠のN
[0:21:40] sakiritu: Cにいればヒカさんと組む可能性あがるぞ
[0:21:40] Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[0:21:42] koshiann0804: 合格発表てきな
[0:21:42] yu_ai89: Aなったら祝うわ
[0:21:42] あなりーぺに: らっだぁの勘違い説
[0:21:43] owlf_edamame: さすリス
[0:21:43] kyouyaaa: ADFとBCEか
[0:21:43] が_じゅ: これチーム決めドラフトなんやな
[0:21:44] taroutaroupbot: 「イカしてるね」のEだから泣くなよ
[0:21:45] _こなた_: えへへ
[0:21:46] ルロア: Eが20人
[0:21:46] ruchi_13: いつも本番で緊張してるから大丈夫やろ()
[0:21:46] metal_sasami: ミルちゃんのDは絶対詐欺
[0:21:46] oo1016: お前は2番手くらいにはなれるよ
[0:21:47] mikan_san: すごいわ
[0:21:47] hima_norita: えへへ
[0:21:47] himikokichi_06: 見てないんかい
[0:21:47] uragami0805: ヒカキンと組めるのか？
[0:21:48] koniro_: だろ？
[0:21:49] ドコサヘキサエン: 大会詳細見ろwwww
[0:21:49] ロ一ズ: 今北コアラだ！
[0:21:49] 8325dsrt: えへへ()
[0:21:49] mirinchanda: ABC順って実力順らしいよw
[0:21:49] オデち: えへへ
[0:21:50] ひろは: wiki必読やで
[0:21:50] yossii63: どこでそれ見れんの？
[0:21:50] koniro_: は？
[0:21:50] たるたるたると: さすりすやー
[0:21:51] venawy: そうわよ
[0:21:51] sogashi1232: ダイヤEだとさすがに壊れる
[0:21:51] くまべりー: えへへ
[0:21:51] tiger_bay: ギアさんは敵になる可能性のが高いのね
[0:21:52] あらんえむかーびぃ: 参加するんやから読んどけ
[0:21:52] りらりらりら: ？
[0:21:53] midorifire: 元気出せよらっE
[0:21:53] PEI_OwO_: えへへ
[0:21:53] 燐だよ: は？
[0:21:54] tanuki_pan: そうわよ
[0:21:54] cur4kk: さすりす
[0:21:55] suna0056: こんな羽川さんはやだ
[0:21:55] world_kohaku: 知ってることしか知らないよ
[0:21:55] miluku965: 誰かとちがって((((
[0:21:55] ssnyzk: お前はなんにも知らないのな
[0:21:55] しかくのさんかく: しってることだけ
[0:21:55] dokokara_dokomade: ？
[0:21:55] 夜の星海: 劇団ひとりやめろ
[0:21:56] rokunome: まぁねー
[0:21:56] hima_norita: は？
[0:21:56] ひろは: は？
[0:21:56] もぐもぐあおば: 知ってることだけ
[0:21:56] _こなた_: しってることだけ＾＾
[0:21:57] maruteaa: 知ってることだけ！
[0:21:57] furutto110: ヒカさんとかともさんとかとなる可能性あるね
[0:21:57] 夜の星海: は？
[0:21:57] himikokichi_06: は？
[0:21:57] onmini_pei: きっも
[0:21:58] kazmaru427: 知ってることだけ
[0:21:58] akaneko_2232: ググれることだけ
[0:21:58] ぎょろっとみかん: は？
[0:21:58] mikan_san: 知ってる事だけ
[0:21:58] くまべりー: は？
[0:21:58] rui_sk39: は？
[0:21:58] みつおうぎ: あ？
[0:21:58] ドコサヘキサエン: は？
[0:21:58] nekomaccha: お母さん？
[0:21:58] kan_nami: バカにしてんのか？？？？
[0:21:58] himasugiruhito: は？
[0:21:58] ディンダン: 知ってることだけ
[0:21:58] おじょーー: あ
[0:21:59] あしややぞ: 知ってることだけ
[0:21:59] xxx4nthemxxx: お前がな
[0:21:59] taito001: は？
[0:21:59] lee21211: は？
[0:21:59] mira_889: は？
[0:21:59] honugorilla: しってることだけ
[0:21:59] ひろは: ころす
[0:21:59] PEI_OwO_: は？
[0:21:59] ずきゅきゅんた: 知ってることだけ
[0:21:59] hi_oyu: は？
[0:21:59] amara_2401: えへへ
[0:21:59] shi_n_tou: は？
[0:21:59] 8325dsrt: は？
[0:22:00] ekf4hamada: は？
[0:22:00] mayo1i: らっだぁもおっさんだね
[0:22:00] オデち: は？
[0:22:00] se____jin: cheer300
[0:22:00] n_paa: は？
[0:22:00] cur4kk: は？
[0:22:00] たるたるたると: は
[0:22:00] puru_tabu25: は？
[0:22:00] tanuki_pan: 知ってる事だけ
[0:22:00] otux2_0205: は？
[0:22:00] mikan_san: は？
[0:22:00] yuna_aaaaaaaaa: んちゅ
[0:22:01] わらびモち: みなさい
[0:22:01] yakeyniku: は？
[0:22:01] monokulo_: 黙れ
[0:22:01] izayoi_77: ヒカキンさんとワンちゃん組めるんじゃない？？
[0:22:01] ruby7_26k: それ気に入ってるの？
[0:22:01] edamame0417: 出るんだから見て
[0:22:01] mitora2916: は？
[0:22:01] furutto110: は？
[0:22:01] foxy1003: は？
[0:22:01] roy_rag: は？
[0:22:01] goriochazen: わこらだなんの話？
[0:22:01] yu_ai89: 知ってることだけ
[0:22:01] loupe_5385: は？
[0:22:02] karasudayou: はぁ？
[0:22:02] 雪華0830: は？
[0:22:02] 夜の星海: radaoKasu radaoKasu radaoKasu radaoKasu radaoKasu
[0:22:02] kuuuuuuuuchan: は？
[0:22:02] hururun86: は？
[0:22:02] ろーが: 多分らっだぁはBの人とEの人と組む
[0:22:03] nazu_7z: は?
[0:22:03] mary_0423: は？
[0:22:03] ろみ_63: は？
[0:22:03] yu_ai89: は？
[0:22:03] めたた: 4ね
[0:22:03] poteito: 元はお前のだぞ
[0:22:03] goodfriends02: は？
[0:22:03] _こなた_: は？
[0:22:03] 白の六号: は？
[0:22:03] kiminonamo: は？
[0:22:03] ここねり: は？
[0:22:04] rourou_da: は？
[0:22:04] jasmugi: は？しね
[0:22:04] kyouyaaa: 泣いた
[0:22:04] おやじちゃん: やば
[0:22:04] sigumo_yuka: は？
[0:22:04] sakasa_n: 説明ちゃんと読めばわかるぞ
[0:22:04] ogi_3: AとBグループの人は移動系キャラ使えない
[0:22:04] konroll_: 知ってることだけ
[0:22:05] maro_72: ドラフトだから残ったらつらい
[0:22:05] T3condo_8910: 知ってることだけ
[0:22:05] michio0106: 彼女の作り方知りません
[0:22:05] わかめご飯: は？
[0:22:05] an_do121: は？
[0:22:05] 縮緬雑魚: きれたわ
[0:22:05] amara_2401: え？は？？？？？
[0:22:05] shige__maru: は？
[0:22:06] radodo26: おかん？
[0:22:06] kopepe_: は？
[0:22:06] ryon_ryon__: 知ってることだけ
[0:22:06] ほいほい511: ダイヤだからCやろ スマイルもかな
[0:22:06] itoido: は？
[0:22:06] ぎょろっとみかん: 穀すぞ
[0:22:06] hennahito0: 知ってることだけまで言え
[0:22:07] saboriakuma: おまいう
[0:22:07] _ていく_: ぽまえもな
[0:22:07] sakanoooo: お前に言われたくないよ
[0:22:07] shi_n_tou: 配信閉じるわ
[0:22:08] kero_ppi1: は？
[0:22:08] いちにゃんぽこら: 知ってることだけ
[0:22:08] dokokara_dokomade: あ
[0:22:08] furutto110: ギアさんと敵は確定したね
[0:22:08] かみまろ: は？？？
[0:22:09] toki_ra: 粕
[0:22:09] yuzu0331: は？
[0:22:09] pu_tyan: は？
[0:22:09] koronn1101: 馬鹿にしてんのか？
[0:22:09] mikan_san: ぶっ…すぞ…
[0:22:09] mitsuxx00: 公式ノートに載ってるよ
[0:22:09] naraba_12: は？
[0:22:09] くろざき: は？
[0:22:10] わらびモち: は
[0:22:11] tanaka1200: は？死ね
[0:22:11] lapan7200: は？
[0:22:11] りらりらりら: すぞ
[0:22:11] toma_neko: あ
